"Level","Industry","Session Theme","Role","Products","Room","Venue Name","Session Date","Session Time","Session Start Time","Attendance Category","Session Duration","Enrollment Count","Session Format","Session: Session Name","Session Abstract"
"Intermediate","Other","Emerging Trends; Women in Technology; Lightning Adoption","Developer; Partner, Consulting","Force.com; Platform; Lightning","Developer Theater","Moscone West","Wednesday","11:15 a.m. - 11:35 a.m.","11/8/2017 11:15 AM","","20","0","Zone Theater","Lightning Development for Apex & Backend Developers","If you're a developer who has primarily worked in Apex or other backend languages, the transition to Lightning development can be daunting.  You may be reluctant to get into HTML, CSS Frameworks and other technologies that you haven't had to worry about in the past. In this session we'll break down the concepts you need to understand about Lightning development from the perspective of a backend developer. You'll walk away with a clear understanding of the technologies and tools at their disposal for building beautiful, functional Lightning Apps and Components."
"Advanced","Consumer Goods; High Tech; Retail","Integration; Sales Enablement; Innovation","Developer; E-Commerce; Technical Architect","Platform; Salesforce CPQ; Einstein","2009","Moscone West","Tuesday","5:00 p.m. - 5:40 p.m.","11/7/2017 5:00 PM","","40","177","Breakout","Blaze a Trail to Predictive Selling With Einstein Intent","Give every representative a personal Data Scientist in their hand. Your data is information that Einstein can turn into knowledge - knowledge that will help you and your customers be more successful. Using data from Salesforce CPQ, we will train an Einstein Intent model to suggest upsell and cross-sell opportunities based on past behavior. Attendees will learn how to build an app which can train a model using Salesforce data, send it to Einstein for prediction, integrate the results back into Salesforce CPQ, and refine the model to make it smarter."
"Intermediate","High Tech; Professional Services","Sustainability; User Experience; Tips & Tricks","Developer; Partner, Consulting; Salesforce Administrator","Force.com; Salesforce Platform","2002","Moscone West","Monday","8:00 a.m. - 8:40 a.m.","11/6/2017 8:00 AM","Medium: 200 - 400","40","202","Breakout","Code to Clicks","You've inherited a Salesforce org that is all code and you want to make changes but are prevented by the code.  You want to use standard functionally in Salesforce but heavy customization exists.

In this session we will highlight strategies to migrate from code to clicks by following some simple steps that help you transform your Salesforce org into an efficient and manageable CRM."
"Intermediate","Other","Emerging Trends; Tips & Tricks; Innovation","Developer; Partner, Consulting","Sales Cloud; Service Cloud; Platform","2020","Moscone West","Monday","12:00 p.m. - 12:40 p.m.","11/6/2017 12:00 PM","","40","180","Breakout","Develop for Changing Requirements With Custom Metadata Types","Business requirements are constantly changing. Make your code more resilient to change by implementing Custom Metadata Types. In this session, we'll show you how to use Custom Metadata Types to easily add configuration to your code. We'll compare them to Custom Settings and illustrate when to use each. We will also cover testing strategies for code that uses Custom Metadata Types.  Attendees will leave with an understanding of how to use this excellent feature and a Github library full of samples."
"","","Innovation; Customer Support; Intelligence","Developer; Product Management","Service Cloud","Partner Theater 2","Moscone South","Tuesday","12:30 p.m. - 12:50 p.m.","11/7/2017 12:30 PM","","20","0","Partner Theater","Skills-based Routing in Service Cloud Using Omni and Twilio TaskRouter","Routing the right task to the right agent can be hard. Salesforce Omni can be huge in helping here, but what if you need more detailed skills-based routing and detailed reporting? A new partnership between Salesforce and Twilio allows you to extend Omni with skills-based routing using Twilio TaskRouter."
"","High Tech; Nonprofit; Transportation & Logistics","Sustainability; Innovation; Intelligence","Executive; IT; Operations","Community Cloud; Cloud Services; Einstein","Yerba Buena Salon 1-3","San Francisco Marriott Marquis Hotel","Monday","2:00 p.m. - 2:40 p.m.","11/6/2017 2:00 PM","","40","142","Breakout","Hurricanes, Earthquakes & Terror: Building the Next Gen of Disaster Response","No person, regardless of who they are or where they live, should be without the world's best technology to keep them safe during humanitarian crises, natural disasters or terrorist attacks. The confluence of early warning systems, community platforms, machine learning, social listening, and geo-location create an opportunity to develop real-time paths to safety for anyone in danger. And yet each year, tragic events around the world occur in which people are unsafe, uninformed, and unnecessarily at risk during emergencies. Join us as we introduce a new offering from NeverAgain.org, an organization founded by a Salesforce employee, which combines innovative tech with the Salesforce platform to create an intelligent emergency response service for citizens and emergency responders alike. You'll see the offering at work and engage the team behind the vision in a discussion about how this novel combination of tech could be useful for a range of scenarios in which communities need to quickly work together in moments of crisis."
"","","Emerging Trends; Futures Lab; Innovation","Developer; Entrepreneur; Product Management","","City View Embarcadero","Metreon AMC Theaters","Monday","9:30 a.m. - 10:10 a.m.","11/6/2017 9:30 AM","","40","142","Breakout","Futures Lab: AI Trends - A Candid Discussion with Those Bringing It to Life (1)","We are in the midst of an Artificial Intelligence (AI) revolution that is profoundly altering our world. McKinsey Global Institute says AI is a key disruptive force set to transform society at roughly 3,000 times the impact of the Industrial Revolution. Join some of Salesforce's best and brightest data scientists for a lively and wide-ranging discussion on AI, including such topics as: augmented vs artificial intelligence, designing emotional intelligence into machines, the role of AI in both necessitating and assisting in learning & development, challenges and limitations of AI, and applications in the enterprise."
"","","Futures Lab; Innovation; Intelligence","Developer; Entrepreneur; Product Management","","City View Embarcadero","Metreon AMC Theaters","Tuesday","8:30 a.m. - 9:10 a.m.","11/7/2017 8:30 AM","","40","85","Breakout","Futures Lab:  AI Trends - A Candid Discussion with Those Bringing It to Life (2)","We are in the midst of an Artificial Intelligence (AI) revolution that is profoundly altering our world. McKinsey Global Institute says AI is a key disruptive force set to transform society at roughly 3,000 times the impact of the Industrial Revolution. Join some of Salesforce's best and brightest data scientists for a lively and wide-ranging discussion on AI, including such topics as: augmented vs artificial intelligence, designing emotional intelligence into machines, the role of AI in both necessitating and assisting in learning & development, challenges and limitations of AI, and applications in the enterprise."
"","Financial Services","Innovation; Women in Leadership; Equality","","","Grand Ballroom A-B","InterContinental San Francisco Hotel","Wednesday","5:00 p.m. - 5:40 p.m.","11/8/2017 5:00 PM","Medium: 200 - 400","40","102","Breakout","Innovating on Equality in Financial Services: Sallie Krawcheck & Jerry Nemorin","How can industry leaders blaze new trails in equality? It starts with viewing historic challenges as opportunities for impactful innovation. Join us for a powerful fireside chat with Financial Services trailblazers Sallie Krawcheck, CEO and Co-Founder of Ellevest, and Jerry Nemorin, Founder and CEO at LendStreet. Hosted by Ashley Milne-Tyte of The Broad Experience podcast, we'll dive deep into how these industry leaders are driving equality within the financial services industry. Hear how new products and customers' experiences are empowering minority groups to reach their financial life goals. Topics will include how to innovate on equality, key lessons and learnings from Sallie and Jerry, and takeaways on how you can make a difference within your respective industries."
"","","Emerging Trends; Futures Lab; Innovation","Executive; Human Resources; IT","","City View Embarcadero","Metreon AMC Theaters","Wednesday","1:00 p.m. - 1:40 p.m.","11/8/2017 1:00 PM","","40","71","Breakout","Futures Lab: The Future of Work - Thriving in an Age of Automation","Most experts agree that job tasks, occupations, and industries will be impacted by automation. An Oxford University study estimates 47% of jobs in the US are at high risk of automation over the next 20 years. What are the skills required to thrive in this new environment? What are the implications for learning and development? Join us for an exploration of the future of work and jobs."
"","High Tech; Other; Professional Services","Leadership; Women in Leadership; Equality","Executive; Human Resources; Other","","Dreamtalk Stage - West Level 2","Moscone West","Wednesday","11:15 a.m. - 12:00 p.m.","11/8/2017 11:15 AM","Large: 400 - 800","60","564","Breakout","Equality Summit: Authentic Leadership","Join us to hear how powerhouse leaders, Janet Foutty, CEO, Deloitte Consulting, Bozoma Saint John, Chief Brand Officer, Uber, and Sallie Krawcheck, CEO, Ellevest, are innovating in business by leading with their full, authentic selves. Hear how their diverse experiences, unique perspectives, and commitment to staying true to their personal values helped them gain the competitive advantage and go on to become some of the most influential women in business."
